season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2015-16,37,RCD La Coruña,2,0,WIN,3
2015-16,38,Real Sociedad,1,0,WIN,3
2015-16,38,Sevilla FC,1,3,LOST,0
2015-16,38,RC Celta Vigo,0,2,LOST,0
2015-16,38,FC Barcelona,3,0,WIN,3
2015-16,38,Real Madrid CF,2,0,WIN,3
2015-16,38,Getafe CF,1,2,LOST,0
2015-16,38,SD Eibar,2,4,LOST,0
2015-16,38,UD Las Palmas,1,4,LOST,0
2015-16,38,Villarreal CF,0,2,LOST,0
2015-16,38,Levante UD,1,3,LOST,0
2016-17,1,RCD La Coruña,2,1,WIN,3
2016-17,1,Málaga CF,1,1,DRAW,1
2016-17,1,FC Barcelona,6,2,WIN,3
2016-17,1,Granada CF,1,1,DRAW,1
2016-17,1,Sevilla FC,6,4,WIN,3
2016-17,1,Atlético Madrid,1,1,DRAW,1
2016-17,1,Real Sociedad,0,3,LOST,0
2016-17,1,Sporting Gijón,2,1,WIN,3
2016-17,1,RC Celta Vigo,0,1,LOST,0
2016-17,1,Valencia CF,2,4,LOST,0
2016-17,2,Real Betis,0,0,DRAW,1
2016-17,2,RCD Español,2,2,DRAW,1
2016-17,2,SD Eibar,1,0,WIN,3
2016-17,2,CD Leganés,0,0,DRAW,1
2016-17,2,CA Osasuna,0,2,LOST,0
2016-17,2,Real Madrid CF,2,1,WIN,3
2016-17,2,Deportivo Alavés,0,0,DRAW,1
2016-17,2,Athletic Club Bilbao,0,1,LOST,0
2016-17,2,UD Las Palmas,5,1,WIN,3
2016-17,2,Villarreal CF,0,0,DRAW,1
2016-17,3,Real Sociedad,1,1,DRAW,1
2016-17,3,FC Barcelona,1,2,LOST,0
2016-17,3,RC Celta Vigo,0,4,LOST,0
2016-17,3,Málaga CF,0,2,LOST,0
2016-17,3,Real Madrid CF,5,2,WIN,3
2016-17,3,Sevilla FC,2,1,WIN,3
2016-17,3,Granada CF,1,2,LOST,0
2016-17,3,RCD La Coruña,0,1,LOST,0
2016-17,3,Sporting Gijón,2,1,WIN,3
2016-17,3,Valencia CF,2,3,LOST,0
2016-17,4,Real Betis,2,2,DRAW,1
2016-17,4,Atlético Madrid,5,0,WIN,3
2016-17,4,SD Eibar,1,1,DRAW,1
2016-17,4,UD Las Palmas,1,0,WIN,3
2016-17,4,CD Leganés,1,5,LOST,0
2016-17,4,Athletic Club Bilbao,2,1,WIN,3
2016-17,4,RCD Español,0,2,LOST,0
2016-17,4,CA Osasuna,0,0,DRAW,1
2016-17,4,Villarreal CF,2,1,WIN,3
2016-17,4,Deportivo Alavés,0,0,DRAW,1
2016-17,5,Málaga CF,2,1,WIN,3
2016-17,5,Sevilla FC,1,0,WIN,3
2016-17,5,FC Barcelona,1,1,DRAW,1
2016-17,5,RC Celta Vigo,2,1,WIN,3
2016-17,5,Granada CF,1,2,LOST,0
2016-17,5,Real Madrid CF,1,1,DRAW,1
2016-17,5,Real Sociedad,4,1,WIN,3
2016-17,5,RCD La Coruña,1,2,LOST,0
2016-17,5,CA Osasuna,1,2,LOST,0
2016-17,5,Valencia CF,2,1,WIN,3
2016-17,6,Real Betis,1,0,WIN,3
2016-17,6,Athletic Club Bilbao,3,1,WIN,3
2016-17,6,SD Eibar,2,0,WIN,3
2016-17,6,UD Las Palmas,2,2,DRAW,1
2016-17,6,Sporting Gijón,0,5,LOST,0
2016-17,6,Atlético Madrid,1,0,WIN,3
2016-17,6,RCD Español,0,2,LOST,0
2016-17,6,CD Leganés,1,2,LOST,0
2016-17,6,Villarreal CF,3,1,WIN,3
2016-17,6,Deportivo Alavés,3,1,WIN,3
2016-17,7,Real Sociedad,1,0,WIN,3
2016-17,7,Granada CF,0,1,LOST,0
2016-17,7,RCD La Coruña,2,1,WIN,3
2016-17,7,CA Osasuna,2,2,DRAW,1
2016-17,7,Sevilla FC,2,1,WIN,3
2016-17,7,RC Celta Vigo,4,3,WIN,3
2016-17,7,RCD Español,0,0,DRAW,1
2016-17,7,Málaga CF,2,1,WIN,3
2016-17,7,Real Madrid CF,1,1,DRAW,1
2016-17,7,Valencia CF,0,2,LOST,0
2016-17,8,UD Las Palmas,0,0,DRAW,1
2016-17,8,Atlético Madrid,7,1,WIN,3
2016-17,8,FC Barcelona,4,0,WIN,3
2016-17,8,Real Betis,1,6,LOST,0
2016-17,8,CD Leganés,2,3,LOST,0
2016-17,8,Deportivo Alavés,1,1,DRAW,1
2016-17,8,Athletic Club Bilbao,3,2,WIN,3
2016-17,8,Sporting Gijón,1,2,LOST,0
2016-17,8,Villarreal CF,5,0,WIN,3
2016-17,8,SD Eibar,2,3,LOST,0
2016-17,9,CA Osasuna,1,2,LOST,0
2016-17,9,RCD Español,3,3,DRAW,1
2016-17,9,Granada CF,0,0,DRAW,1
2016-17,9,Real Sociedad,3,0,WIN,3
2016-17,9,Valencia CF,2,3,LOST,0
2016-17,9,RC Celta Vigo,4,1,WIN,3
2016-17,9,Málaga CF,4,0,WIN,3
2016-17,9,Real Madrid CF,2,1,WIN,3
2016-17,9,Sevilla FC,1,0,WIN,3
2016-17,9,Villarreal CF,2,1,WIN,3
2016-17,10,CD Leganés,0,2,LOST,0
2016-17,10,Deportivo Alavés,1,4,LOST,0
2016-17,10,Atlético Madrid,4,2,WIN,3
2016-17,10,FC Barcelona,1,0,WIN,3
2016-17,10,Sporting Gijón,1,1,DRAW,1
2016-17,10,Athletic Club Bilbao,1,1,DRAW,1
2016-17,10,Real Betis,0,1,LOST,0
2016-17,10,SD Eibar,2,1,WIN,3
2016-17,10,UD Las Palmas,3,3,DRAW,1
2016-17,10,RCD La Coruña,1,1,DRAW,1
2016-17,11,Málaga CF,3,2,WIN,3
2016-17,11,Granada CF,1,1,DRAW,1
2016-17,11,UD Las Palmas,1,0,WIN,3
2016-17,11,CA Osasuna,0,1,LOST,0
2016-17,11,Real Sociedad,2,0,WIN,3
2016-17,11,RC Celta Vigo,2,1,WIN,3
2016-17,11,RCD Español,0,0,DRAW,1
2016-17,11,Real Madrid CF,3,0,WIN,3
2016-17,11,Sevilla FC,1,2,LOST,0
2016-17,11,Villarreal CF,2,0,WIN,3
2016-17,12,Real Betis,2,0,WIN,3
2016-17,12,Atlético Madrid,0,3,LOST,0
2016-17,12,FC Barcelona,0,0,DRAW,1
2016-17,12,SD Eibar,1,0,WIN,3
2016-17,12,RCD La Coruña,2,3,LOST,0
2016-17,12,Deportivo Alavés,0,1,LOST,0
2016-17,12,Athletic Club Bilbao,1,0,WIN,3
2016-17,12,Sporting Gijón,1,3,LOST,0
2016-17,12,Valencia CF,1,1,DRAW,1
2016-17,12,CD Leganés,2,0,WIN,3
2016-17,13,SD Eibar,3,1,WIN,3
2016-17,13,RCD Español,3,0,WIN,3
2016-17,13,Málaga CF,4,3,WIN,3
2016-17,13,Real Madrid CF,2,1,WIN,3
2016-17,13,Sevilla FC,2,1,WIN,3
2016-17,13,RC Celta Vigo,3,1,WIN,3
2016-17,13,CA Osasuna,0,3,LOST,0
2016-17,13,Real Sociedad,1,1,DRAW,1
2016-17,13,Villarreal CF,0,2,LOST,0
2016-17,13,UD Las Palmas,3,1,WIN,3
2016-17,14,Atlético Madrid,0,0,DRAW,1
2016-17,14,FC Barcelona,1,1,DRAW,1
2016-17,14,Granada CF,2,1,WIN,3
2016-17,14,CD Leganés,0,0,DRAW,1
2016-17,14,Deportivo Alavés,1,1,DRAW,1
2016-17,14,Athletic Club Bilbao,3,1,WIN,3
2016-17,14,Real Betis,3,3,DRAW,1
2016-17,14,Sporting Gijón,3,1,WIN,3
2016-17,14,Valencia CF,2,2,DRAW,1
2016-17,14,RCD La Coruña,5,1,WIN,3
2016-17,15,Málaga CF,1,1,DRAW,1
2016-17,15,UD Las Palmas,1,1,DRAW,1
2016-17,15,CA Osasuna,0,3,LOST,0
2016-17,15,Real Madrid CF,3,2,WIN,3
2016-17,15,Real Sociedad,3,2,WIN,3
2016-17,15,Real Betis,1,0,WIN,3
2016-17,15,RC Celta Vigo,0,3,LOST,0
2016-17,15,SD Eibar,0,0,DRAW,1
2016-17,15,RCD Español,2,1,WIN,3
2016-17,15,Villarreal CF,3,0,WIN,3
2016-17,16,Deportivo Alavés,1,0,WIN,3
2016-17,16,Atlético Madrid,1,0,WIN,3
2016-17,16,Granada CF,0,2,LOST,0
2016-17,16,Sevilla FC,4,1,WIN,3
2016-17,16,Sporting Gijón,1,3,LOST,0
2016-17,16,FC Barcelona,4,1,WIN,3
2016-17,16,RCD La Coruña,2,0,WIN,3
2016-17,16,CD Leganés,1,1,DRAW,1
2016-17,16,Athletic Club Bilbao,2,1,WIN,3
2016-17,17,RCD Español,1,1,DRAW,1
2016-17,17,SD Eibar,0,2,LOST,0
2016-17,17,UD Las Palmas,1,0,WIN,3
2016-17,16,Real Madrid CF,5,0,WIN,3
2016-17,17,Real Sociedad,0,4,LOST,0
2016-17,17,Athletic Club Bilbao,0,0,DRAW,1
2016-17,17,Real Betis,2,0,WIN,3
2016-17,17,RC Celta Vigo,3,1,WIN,3
2016-17,17,Villarreal CF,1,1,DRAW,1
2016-17,17,CA Osasuna,3,3,DRAW,1
2016-17,18,Atlético Madrid,1,0,WIN,3
2016-17,18,FC Barcelona,5,0,WIN,3
2016-17,18,RCD La Coruña,0,0,DRAW,1
2016-17,18,CD Leganés,0,0,DRAW,1
2016-17,18,RC Celta Vigo,1,0,WIN,3
2016-17,18,Granada CF,1,1,DRAW,1
2016-17,18,Sevilla FC,2,1,WIN,3
2016-17,18,Sporting Gijón,2,3,LOST,0
2016-17,17,Valencia CF,2,1,WIN,3
2016-17,18,Málaga CF,0,2,LOST,0
2016-17,19,UD Las Palmas,1,1,DRAW,1
2016-17,19,Deportivo Alavés,2,2,DRAW,1
2016-17,19,RCD Español,3,1,WIN,3
2016-17,18,Real Madrid CF,2,1,WIN,3
2016-17,19,Villarreal CF,0,2,LOST,0
2016-17,19,Athletic Club Bilbao,2,2,DRAW,1
2016-17,19,Real Betis,0,0,DRAW,1
2016-17,19,SD Eibar,0,4,LOST,0
2016-17,19,CA Osasuna,3,4,LOST,0
2016-17,19,Real Sociedad,1,0,WIN,3
2016-17,20,CA Osasuna,1,1,DRAW,1
2016-17,20,Deportivo Alavés,0,0,DRAW,1
2016-17,20,SD Eibar,3,1,WIN,3
2016-17,20,CD Leganés,0,2,LOST,0
2016-17,20,Villarreal CF,2,0,WIN,3
2016-17,20,Athletic Club Bilbao,2,1,WIN,3
2016-17,20,Real Betis,1,1,DRAW,1
2016-17,20,RCD Español,3,1,WIN,3
2016-17,19,Real Madrid CF,3,0,WIN,3
2016-17,20,UD Las Palmas,3,1,WIN,3
2016-17,21,Atlético Madrid,2,0,WIN,3
2016-17,21,FC Barcelona,3,0,WIN,3
2016-17,21,Málaga CF,0,1,LOST,0
2016-17,20,Valencia CF,0,4,LOST,0
2016-17,21,Sevilla FC,0,0,DRAW,1
2016-17,21,Real Sociedad,3,2,WIN,3
2016-17,21,Sporting Gijón,2,4,LOST,0
2016-17,21,Granada CF,1,0,WIN,3
2016-17,22,RCD Español,1,2,LOST,0
2016-17,22,Deportivo Alavés,0,6,LOST,0
2016-17,22,Athletic Club Bilbao,2,1,WIN,3
2016-17,21,Real Betis,0,0,DRAW,1
2016-17,22,CA Osasuna,1,3,LOST,0
2016-17,22,Atlético Madrid,3,2,WIN,3
2016-17,22,UD Las Palmas,0,1,LOST,0
2016-17,22,CD Leganés,0,2,LOST,0
2016-17,22,Villarreal CF,1,1,DRAW,1
2016-17,22,SD Eibar,4,0,WIN,3
2016-17,23,Granada CF,4,1,WIN,3
2016-17,22,RCD La Coruña,0,1,LOST,0
2016-17,21,Real Madrid CF,2,0,WIN,3
2016-17,23,Sevilla FC,2,0,WIN,3
2016-17,23,Sporting Gijón,1,4,LOST,0
2016-17,23,FC Barcelona,2,1,WIN,3
2016-17,22,RC Celta Vigo,3,0,WIN,3
2016-17,23,Real Sociedad,0,1,LOST,0
2016-17,22,Valencia CF,2,0,WIN,3
2016-17,23,Málaga CF,2,1,WIN,3
2016-17,23,Valencia CF,2,1,WIN,3
2016-17,24,UD Las Palmas,0,1,LOST,0
2016-17,24,Deportivo Alavés,2,1,WIN,3
2016-17,23,Real Betis,1,2,LOST,0
2016-17,24,SD Eibar,3,0,WIN,3
2016-17,24,CD Leganés,4,0,WIN,3
2016-17,24,Athletic Club Bilbao,3,1,WIN,3
2016-17,24,Atlético Madrid,1,2,LOST,0
2016-17,24,RCD Español,3,0,WIN,3
2016-17,24,Sporting Gijón,1,1,DRAW,1
2016-17,24,Villarreal CF,2,3,LOST,0
2016-17,25,Málaga CF,1,2,LOST,0
2016-17,25,Real Sociedad,2,2,DRAW,1
2016-17,25,Valencia CF,1,0,WIN,3
2016-17,25,FC Barcelona,6,1,WIN,3
2016-17,24,RC Celta Vigo,2,2,DRAW,1
2016-17,25,Granada CF,2,1,WIN,3
2016-17,25,CA Osasuna,1,4,LOST,0
2016-17,24,Real Madrid CF,3,3,DRAW,1
2016-17,24,RCD La Coruña,1,1,DRAW,1
2016-17,25,Sevilla FC,1,0,WIN,3
2016-17,25,Real Betis,2,3,LOST,0
2016-17,26,FC Barcelona,5,0,WIN,3
2016-17,26,SD Eibar,1,4,LOST,0
2016-17,26,CD Leganés,1,0,WIN,3
2016-17,26,Villarreal CF,2,0,WIN,3
2016-17,26,Athletic Club Bilbao,1,0,WIN,3
2016-17,26,Atlético Madrid,3,0,WIN,3
2016-17,26,UD Las Palmas,5,2,WIN,3
2016-17,26,Sporting Gijón,0,1,LOST,0
2016-17,26,Deportivo Alavés,1,1,DRAW,1
2016-17,26,RCD La Coruña,1,1,DRAW,1
2016-17,27,RCD Español,4,3,WIN,3
2016-17,27,Granada CF,0,1,LOST,0
2016-17,27,Málaga CF,1,2,LOST,0
2016-17,27,Sevilla FC,1,1,DRAW,1
2016-17,27,Valencia CF,1,1,DRAW,1
2016-17,26,RC Celta Vigo,0,1,LOST,0
2016-17,27,RCD La Coruña,2,1,WIN,3
2016-17,26,Real Madrid CF,2,1,WIN,3
2016-17,27,Real Sociedad,0,2,LOST,0
2016-17,27,CA Osasuna,1,1,DRAW,1
2016-17,28,UD Las Palmas,1,0,WIN,3
2016-17,28,Deportivo Alavés,1,0,WIN,3
2016-17,28,Athletic Club Bilbao,1,2,LOST,0
2016-17,28,Real Betis,2,0,WIN,3
2016-17,28,SD Eibar,1,1,DRAW,1
2016-17,28,Atlético Madrid,3,1,WIN,3
2016-17,28,FC Barcelona,4,2,WIN,3
2016-17,28,RCD La Coruña,0,1,LOST,0
2016-17,28,CD Leganés,0,0,DRAW,1
2016-17,28,Sporting Gijón,3,1,WIN,3
2016-17,29,RCD Español,2,1,WIN,3
2016-17,29,Málaga CF,0,2,LOST,0
2016-17,29,CA Osasuna,1,2,LOST,0
2016-17,29,Real Sociedad,1,1,DRAW,1
2016-17,29,Villarreal CF,2,3,LOST,0
2016-17,29,Granada CF,1,4,LOST,0
2016-17,28,Real Madrid CF,3,0,WIN,3
2016-17,29,Sevilla FC,0,0,DRAW,1
2016-17,29,Valencia CF,3,0,WIN,3
2016-17,28,RC Celta Vigo,3,1,WIN,3
2016-17,30,Athletic Club Bilbao,2,0,WIN,3
2016-17,30,Atlético Madrid,1,0,WIN,3
2016-17,30,Real Betis,0,1,LOST,0
2016-17,30,Deportivo Alavés,0,1,LOST,0
2016-17,30,FC Barcelona,3,0,WIN,3
2016-17,30,RCD La Coruña,0,0,DRAW,1
2016-17,30,CD Leganés,2,4,LOST,0
2016-17,30,Sporting Gijón,0,1,LOST,0
2016-17,30,SD Eibar,3,1,WIN,3
2016-17,30,Valencia CF,3,2,WIN,3
2016-17,31,Villarreal CF,3,1,WIN,3
2016-17,31,RCD Español,1,0,WIN,3
2016-17,31,Málaga CF,2,0,WIN,3
2016-17,30,Real Madrid CF,1,1,DRAW,1
2016-17,31,Sevilla FC,4,2,WIN,3
2016-17,30,RC Celta Vigo,0,2,LOST,0
2016-17,31,Granada CF,1,3,LOST,0
2016-17,31,UD Las Palmas,4,1,WIN,3
2016-17,31,CA Osasuna,2,1,WIN,3
2016-17,31,Real Sociedad,3,1,WIN,3
2016-17,32,Athletic Club Bilbao,5,1,WIN,3
2016-17,32,Atlético Madrid,3,0,WIN,3
2016-17,32,FC Barcelona,3,2,WIN,3
2016-17,32,RCD La Coruña,2,0,WIN,3
2016-17,32,Sporting Gijón,2,3,LOST,0
2016-17,32,Real Betis,2,0,WIN,3
2016-17,32,Granada CF,0,3,LOST,0
2016-17,32,CD Leganés,0,1,LOST,0
2016-17,32,Valencia CF,0,0,DRAW,1
2016-17,32,Deportivo Alavés,2,1,WIN,3
2016-17,33,Sevilla FC,2,0,WIN,3
2016-17,33,RCD Español,0,1,LOST,0
2016-17,33,Málaga CF,2,0,WIN,3
2016-17,33,CA Osasuna,2,2,DRAW,1
2016-17,33,Villarreal CF,2,1,WIN,3
2016-17,32,RC Celta Vigo,0,1,LOST,0
2016-17,33,UD Las Palmas,1,1,DRAW,1
2016-17,32,Real Madrid CF,2,3,LOST,0
2016-17,33,Real Sociedad,1,0,WIN,3
2016-17,33,SD Eibar,0,1,LOST,0
2016-17,34,Atlético Madrid,0,1,LOST,0
2016-17,34,Granada CF,0,2,LOST,0
2016-17,34,Sporting Gijón,1,1,DRAW,1
2016-17,34,FC Barcelona,7,1,WIN,3
2016-17,34,RCD La Coruña,2,6,LOST,0
2016-17,34,CD Leganés,3,0,WIN,3
2016-17,34,Valencia CF,2,3,LOST,0
2016-17,34,Deportivo Alavés,0,0,DRAW,1
2016-17,34,Athletic Club Bilbao,2,1,WIN,3
2016-17,34,Sevilla FC,2,1,WIN,3
2016-17,35,Villarreal CF,3,1,WIN,3
2016-17,35,RCD Español,0,3,LOST,0
2016-17,35,UD Las Palmas,0,5,LOST,0
2016-17,34,Real Madrid CF,2,1,WIN,3
2016-17,35,Real Sociedad,2,1,WIN,3
2016-17,35,Real Betis,1,4,LOST,0
2016-17,34,RC Celta Vigo,0,3,LOST,0
2016-17,35,SD Eibar,2,0,WIN,3
2016-17,35,CA Osasuna,2,2,DRAW,1
2016-17,35,Málaga CF,4,2,WIN,3
2016-17,36,Sevilla FC,1,1,DRAW,1
2016-17,36,Atlético Madrid,1,0,WIN,3
2016-17,36,FC Barcelona,4,1,WIN,3
2016-17,36,Granada CF,0,4,LOST,0
2016-17,36,Sporting Gijón,1,0,WIN,3
2016-17,36,Deportivo Alavés,1,0,WIN,3
2016-17,36,RCD La Coruña,1,2,LOST,0
2016-17,36,Málaga CF,3,0,WIN,3
2016-17,36,Valencia CF,4,1,WIN,3
2016-17,36,CD Leganés,4,0,WIN,3
2016-17,37,RCD Español,0,1,LOST,0
2016-17,37,CA Osasuna,2,1,WIN,3
2016-17,37,Deportivo Alavés,3,1,WIN,3
2016-17,37,Athletic Club Bilbao,1,1,DRAW,1
2016-17,37,Real Betis,1,1,DRAW,1
2016-17,37,SD Eibar,0,1,LOST,0
2016-17,37,UD Las Palmas,1,4,LOST,0
2016-17,36,Real Madrid CF,4,1,WIN,3
2016-17,37,Real Sociedad,2,2,DRAW,1
2016-17,37,Villarreal CF,0,0,DRAW,1
2016-17,37,RC Celta Vigo,1,4,LOST,0
2016-17,38,Granada CF,1,2,LOST,0
2016-17,38,RCD La Coruña,3,0,WIN,3
2016-17,38,CD Leganés,1,1,DRAW,1
2016-17,38,Sevilla FC,5,0,WIN,3
2016-17,38,Sporting Gijón,2,2,DRAW,1
2016-17,38,Atlético Madrid,3,1,WIN,3
2016-17,38,FC Barcelona,4,2,WIN,3
2016-17,38,RC Celta Vigo,2,2,DRAW,1
2016-17,38,Málaga CF,0,2,LOST,0
2016-17,38,Valencia CF,1,3,LOST,0
2016-17,1,SD Eibar,1,2,LOST,0
2016-17,1,CA Osasuna,1,1,DRAW,1
2016-17,1,Real Betis,2,6,LOST,0
2016-17,1,Villarreal CF,1,1,DRAW,1
2016-17,1,RCD Español,4,6,LOST,0
2016-17,1,Deportivo Alavés,1,1,DRAW,1
2016-17,1,Real Madrid CF,3,0,WIN,3
2016-17,1,Athletic Club Bilbao,1,2,LOST,0
2016-17,1,CD Leganés,1,0,WIN,3
2016-17,1,UD Las Palmas,4,2,WIN,3
2016-17,2,RCD La Coruña,0,0,DRAW,1
2016-17,2,Málaga CF,2,2,DRAW,1
2016-17,2,Valencia CF,0,1,LOST,0
2016-17,2,Atlético Madrid,0,0,DRAW,1
2016-17,2,Real Sociedad,2,0,WIN,3
2016-17,2,RC Celta Vigo,1,2,LOST,0
2016-17,2,Sporting Gijón,0,0,DRAW,1
2016-17,2,FC Barcelona,1,0,WIN,3
2016-17,2,Granada CF,1,5,LOST,0
2016-17,2,Sevilla FC,0,0,DRAW,1
2016-17,3,RCD Español,1,1,DRAW,1
2016-17,3,Deportivo Alavés,2,1,WIN,3
2016-17,3,Atlético Madrid,4,0,WIN,3
2016-17,3,Villarreal CF,2,0,WIN,3
2016-17,3,CA Osasuna,2,5,LOST,0
2016-17,3,UD Las Palmas,1,2,LOST,0
2016-17,3,SD Eibar,2,1,WIN,3
2016-17,3,Athletic Club Bilbao,1,0,WIN,3
2016-17,3,CD Leganés,1,2,LOST,0
2016-17,3,Real Betis,3,2,WIN,3
2016-17,4,Granada CF,2,2,DRAW,1
2016-17,4,Sporting Gijón,0,5,LOST,0
2016-17,4,Sevilla FC,1,1,DRAW,1
2016-17,4,Málaga CF,0,1,LOST,0
2016-17,4,FC Barcelona,5,1,WIN,3
2016-17,4,Valencia CF,1,2,LOST,0
2016-17,4,Real Madrid CF,2,0,WIN,3
2016-17,4,RC Celta Vigo,0,0,DRAW,1
2016-17,4,Real Sociedad,1,2,LOST,0
2016-17,4,RCD La Coruña,0,0,DRAW,1
2016-17,5,SD Eibar,1,2,LOST,0
2016-17,5,Real Betis,0,1,LOST,0
2016-17,5,Atlético Madrid,1,1,DRAW,1
2016-17,5,Sporting Gijón,1,2,LOST,0
2016-17,5,Athletic Club Bilbao,2,1,WIN,3
2016-17,5,Villarreal CF,1,1,DRAW,1
2016-17,5,UD Las Palmas,1,4,LOST,0
2016-17,5,CD Leganés,2,1,WIN,3
2016-17,5,RCD Español,2,1,WIN,3
2016-17,5,Deportivo Alavés,1,2,LOST,0
2016-17,6,Málaga CF,0,1,LOST,0
2016-17,6,Sevilla FC,1,3,LOST,0
2016-17,6,Real Sociedad,0,2,LOST,0
2016-17,6,Real Madrid CF,2,2,DRAW,1
2016-17,6,FC Barcelona,5,0,WIN,3
2016-17,6,RCD La Coruña,0,1,LOST,0
2016-17,6,RC Celta Vigo,2,0,WIN,3
2016-17,6,Valencia CF,2,1,WIN,3
2016-17,6,CA Osasuna,1,3,LOST,0
2016-17,6,Granada CF,1,3,LOST,0
2016-17,7,Real Betis,0,1,LOST,0
2016-17,7,CD Leganés,1,0,WIN,3
2016-17,7,Sporting Gijón,1,2,LOST,0
2016-17,7,UD Las Palmas,2,2,DRAW,1
2016-17,7,Deportivo Alavés,1,2,LOST,0
2016-17,7,FC Barcelona,3,4,LOST,0
2016-17,7,Villarreal CF,0,0,DRAW,1
2016-17,7,Athletic Club Bilbao,1,2,LOST,0
2016-17,7,SD Eibar,1,1,DRAW,1
2016-17,7,Atlético Madrid,2,0,WIN,3
2016-17,8,RCD Español,0,0,DRAW,1
2016-17,8,Granada CF,1,7,LOST,0
2016-17,8,RCD La Coruña,0,4,LOST,0
2016-17,8,Real Madrid CF,6,1,WIN,3
2016-17,8,Sevilla FC,3,2,WIN,3
2016-17,8,Málaga CF,1,1,DRAW,1
2016-17,8,Real Sociedad,2,3,LOST,0
2016-17,8,Valencia CF,2,1,WIN,3
2016-17,8,RC Celta Vigo,0,5,LOST,0
2016-17,8,CA Osasuna,3,2,WIN,3
2016-17,9,Real Betis,2,1,WIN,3
2016-17,9,SD Eibar,3,3,DRAW,1
2016-17,9,Sporting Gijón,0,0,DRAW,1
2016-17,9,Deportivo Alavés,0,3,LOST,0
2016-17,9,FC Barcelona,3,2,WIN,3
2016-17,9,RCD La Coruña,1,4,LOST,0
2016-17,9,CD Leganés,0,4,LOST,0
2016-17,9,Athletic Club Bilbao,1,2,LOST,0
2016-17,9,Atlético Madrid,0,1,LOST,0
2016-17,9,UD Las Palmas,1,2,LOST,0
2016-17,10,Real Sociedad,2,0,WIN,3
2016-17,10,Real Madrid CF,4,1,WIN,3
2016-17,10,Málaga CF,2,4,LOST,0
2016-17,10,Granada CF,0,1,LOST,0
2016-17,10,Sevilla FC,1,1,DRAW,1
2016-17,10,CA Osasuna,1,1,DRAW,1
2016-17,10,RCD Español,1,0,WIN,3
2016-17,10,Villarreal CF,1,2,LOST,0
2016-17,10,RC Celta Vigo,3,3,DRAW,1
2016-17,10,Valencia CF,1,1,DRAW,1
2016-17,11,Sporting Gijón,2,3,LOST,0
2016-17,11,RCD La Coruña,1,1,DRAW,1
2016-17,11,SD Eibar,0,1,LOST,0
2016-17,11,Deportivo Alavés,1,0,WIN,3
2016-17,11,Atlético Madrid,0,2,LOST,0
2016-17,11,Valencia CF,1,2,LOST,0
2016-17,11,Athletic Club Bilbao,0,0,DRAW,1
2016-17,11,CD Leganés,0,3,LOST,0
2016-17,11,FC Barcelona,2,1,WIN,3
2016-17,11,Real Betis,0,2,LOST,0
2016-17,12,UD Las Palmas,0,2,LOST,0
2016-17,12,Real Madrid CF,3,0,WIN,3
2016-17,12,Málaga CF,0,0,DRAW,1
2016-17,12,RC Celta Vigo,0,1,LOST,0
2016-17,12,Sevilla FC,3,2,WIN,3
2016-17,12,RCD Español,1,0,WIN,3
2016-17,12,Villarreal CF,0,1,LOST,0
2016-17,12,Real Sociedad,3,1,WIN,3
2016-17,12,Granada CF,1,1,DRAW,1
2016-17,12,CA Osasuna,0,2,LOST,0
2016-17,13,Real Betis,1,3,LOST,0
2016-17,13,CD Leganés,0,3,LOST,0
2016-17,13,RCD La Coruña,3,4,LOST,0
2016-17,13,Sporting Gijón,1,2,LOST,0
2016-17,13,Valencia CF,1,2,LOST,0
2016-17,13,Granada CF,1,3,LOST,0
2016-17,13,Atlético Madrid,3,0,WIN,3
2016-17,13,FC Barcelona,1,1,DRAW,1
2016-17,13,Deportivo Alavés,2,0,WIN,3
2016-17,13,Athletic Club Bilbao,1,3,LOST,0
2016-17,14,RCD Español,0,0,DRAW,1
2016-17,14,Real Madrid CF,1,1,DRAW,1
2016-17,14,Sevilla FC,1,2,LOST,0
2016-17,14,Villarreal CF,0,0,DRAW,1
2016-17,14,UD Las Palmas,1,1,DRAW,1
2016-17,14,SD Eibar,1,3,LOST,0
2016-17,14,RC Celta Vigo,3,3,DRAW,1
2016-17,14,CA Osasuna,1,3,LOST,0
2016-17,14,Málaga CF,2,2,DRAW,1
2016-17,14,Real Sociedad,1,5,LOST,0
2016-17,15,Granada CF,1,1,DRAW,1
2016-17,15,CD Leganés,1,1,DRAW,1
2016-17,15,FC Barcelona,3,0,WIN,3
2016-17,15,RCD La Coruña,2,3,LOST,0
2016-17,15,Valencia CF,2,3,LOST,0
2016-17,15,Athletic Club Bilbao,0,1,LOST,0
2016-17,15,Sevilla FC,3,0,WIN,3
2016-17,15,Deportivo Alavés,0,0,DRAW,1
2016-17,15,Sporting Gijón,1,2,LOST,0
2016-17,15,Atlético Madrid,0,3,LOST,0
2016-17,16,Real Betis,0,1,LOST,0
2016-17,16,UD Las Palmas,0,1,LOST,0
2016-17,16,Real Sociedad,2,0,WIN,3
2016-17,16,Málaga CF,1,4,LOST,0
2016-17,16,Villarreal CF,3,1,WIN,3
2016-17,16,RCD Español,1,4,LOST,0
2016-17,16,CA Osasuna,0,2,LOST,0
2016-17,16,SD Eibar,1,1,DRAW,1
2016-17,16,RC Celta Vigo,1,2,LOST,0
